SampleID,Field,SampleDate,Parameter,Sum of Current,Average of Ideal
102924-sp-936,KF,2024-10-07,pH (1:1),6.96,6.2
102924-sp-936,KF,2024-10-07,Soluble Salts,0.36,0.64
102924-sp-936,KF,2024-10-07,EC,0.57,0.7
102924-sp-936,KF,2024-10-07,ORP,17.0,80.0
102924-sp-936,KF,2024-10-07,Organic Matter,5.56,7.0
102924-sp-936,KF,2024-10-07,Active Carbon,115.21,1000.0
102924-sp-936,KF,2024-10-07,Bicarbonates,196.25,60.0
102924-sp-936,KF,2024-10-07,Est N from OM in lb,102.8,120.0
102924-sp-936,KF,2024-10-07,Nitrate,103.88,30.0
102924-sp-936,KF,2024-10-07,Ammonium,0.36,40.0
102924-sp-937,BRU-1A,2024-10-07,pH (1:1),6.71,6.2
102924-sp-937,BRU-1A,2024-10-07,Soluble Salts,0.13,0.64
102924-sp-937,BRU-1A,2024-10-07,EC,0.21,0.7
102924-sp-937,BRU-1A,2024-10-07,ORP,32.0,80.0
102924-sp-937,BRU-1A,2024-10-07,Organic Matter,1.64,7.0
102924-sp-937,BRU-1A,2024-10-07,Active Carbon,102.21,1000.0
102924-sp-937,BRU-1A,2024-10-07,Bicarbonates,195.71,60.0
102924-sp-937,BRU-1A,2024-10-07,Est N from OM in lb,52.8,120.0
102924-sp-937,BRU-1A,2024-10-07,Nitrate,2.13,30.0
102924-sp-937,BRU-1A,2024-10-07,Ammonium,0.47,40.0
102924-sp-938,DAF 2,2024-10-07,pH (1:1),7.01,6.2
102924-sp-938,DAF 2,2024-10-07,Soluble Salts,0.15,0.64
102924-sp-938,DAF 2,2024-10-07,EC,0.24,0.7
102924-sp-938,DAF 2,2024-10-07,ORP,12.0,80.0
102924-sp-938,DAF 2,2024-10-07,Organic Matter,2.14,7.0
102924-sp-938,DAF 2,2024-10-07,Active Carbon,146.4,1000.0
102924-sp-938,DAF 2,2024-10-07,Bicarbonates,289.14,60.0
102924-sp-938,DAF 2,2024-10-07,Est N from OM in lb,62.8,120.0
102924-sp-938,DAF 2,2024-10-07,Nitrate,0.0,30.0
102924-sp-938,DAF 2,2024-10-07,Ammonium,2.24,40.0
102924-sp-939,RCH,2024-10-07,pH (1:1),6.13,6.2
102924-sp-939,RCH,2024-10-07,Soluble Salts,0.04,0.64
102924-sp-939,RCH,2024-10-07,EC,0.07,0.7
102924-sp-939,RCH,2024-10-07,ORP,64.0,80.0
102924-sp-939,RCH,2024-10-07,Organic Matter,2.68,7.0
102924-sp-939,RCH,2024-10-07,Active Carbon,156.79,1000.0
102924-sp-939,RCH,2024-10-07,Bicarbonates,108.18,60.0
102924-sp-939,RCH,2024-10-07,Est N from OM in lb,73.6,120.0
102924-sp-939,RCH,2024-10-07,Nitrate,0.0,30.0
102924-sp-939,RCH,2024-10-07,Ammonium,0.66,40.0
102924-sp-940,TERK,2024-10-07,pH (1:1),6.71,6.2
102924-sp-940,TERK,2024-10-07,Soluble Salts,0.24,0.64
102924-sp-940,TERK,2024-10-07,EC,0.37,0.7
102924-sp-940,TERK,2024-10-07,ORP,29.0,80.0
102924-sp-940,TERK,2024-10-07,Organic Matter,5.4,7.0
102924-sp-940,TERK,2024-10-07,Active Carbon,143.8,1000.0
102924-sp-940,TERK,2024-10-07,Bicarbonates,156.87,60.0
102924-sp-940,TERK,2024-10-07,Est N from OM in lb,102.0,120.0
102924-sp-940,TERK,2024-10-07,Nitrate,0.0,30.0
102924-sp-940,TERK,2024-10-07,Ammonium,0.0,40.0
102924-sp-941,C&H2,2024-10-07,pH (1:1),6.94,6.2
102924-sp-941,C&H2,2024-10-07,Soluble Salts,0.03,0.64
102924-sp-941,C&H2,2024-10-07,EC,0.05,0.7
102924-sp-941,C&H2,2024-10-07,ORP,18.0,80.0
102924-sp-941,C&H2,2024-10-07,Organic Matter,1.2,7.0
102924-sp-941,C&H2,2024-10-07,Active Carbon,63.22,1000.0
102924-sp-941,C&H2,2024-10-07,Bicarbonates,286.08,60.0
102924-sp-941,C&H2,2024-10-07,Est N from OM in lb,44.0,120.0
102924-sp-941,C&H2,2024-10-07,Nitrate,2.38,30.0
102924-sp-941,C&H2,2024-10-07,Ammonium,0.0,40.0
102924-sp-942,SP 50,2024-10-07,pH (1:1),6.76,6.2
102924-sp-942,SP 50,2024-10-07,Soluble Salts,0.22,0.64
102924-sp-942,SP 50,2024-10-07,EC,0.34,0.7
102924-sp-942,SP 50,2024-10-07,ORP,27.0,80.0
102924-sp-942,SP 50,2024-10-07,Organic Matter,5.4,7.0
102924-sp-942,SP 50,2024-10-07,Active Carbon,229.57,1000.0
102924-sp-942,SP 50,2024-10-07,Bicarbonates,178.72,60.0
102924-sp-942,SP 50,2024-10-07,Est N from OM in lb,102.0,120.0
102924-sp-942,SP 50,2024-10-07,Nitrate,0.0,30.0
102924-sp-942,SP 50,2024-10-07,Ammonium,0.11,40.0
102924-sp-943,GJ,2024-10-07,pH (1:1),6.76,6.2
102924-sp-943,GJ,2024-10-07,Soluble Salts,0.06,0.64
102924-sp-943,GJ,2024-10-07,EC,0.09,0.7
102924-sp-943,GJ,2024-10-07,ORP,28.0,80.0
102924-sp-943,GJ,2024-10-07,Organic Matter,2.18,7.0
102924-sp-943,GJ,2024-10-07,Active Carbon,133.4,1000.0
102924-sp-943,GJ,2024-10-07,Bicarbonates,246.59,60.0
102924-sp-943,GJ,2024-10-07,Est N from OM in lb,63.6,120.0
102924-sp-943,GJ,2024-10-07,Nitrate,0.19,30.0
102924-sp-943,GJ,2024-10-07,Ammonium,2.56,40.0
102924-sp-944,GOLF P,2024-10-07,pH (1:1),6.8,6.2
102924-sp-944,GOLF P,2024-10-07,Soluble Salts,0.19,0.64
102924-sp-944,GOLF P,2024-10-07,EC,0.3,0.7
102924-sp-944,GOLF P,2024-10-07,ORP,26.0,80.0
102924-sp-944,GOLF P,2024-10-07,Organic Matter,4.24,7.0
102924-sp-944,GOLF P,2024-10-07,Active Carbon,169.79,1000.0
102924-sp-944,GOLF P,2024-10-07,Bicarbonates,218.11,60.0
102924-sp-944,GOLF P,2024-10-07,Est N from OM in lb,92.4,120.0
102924-sp-944,GOLF P,2024-10-07,Nitrate,1.15,30.0
102924-sp-944,GOLF P,2024-10-07,Ammonium,0.0,40.0
102924-sp-945,BI,2024-10-07,pH (1:1),6.68,6.2
102924-sp-945,BI,2024-10-07,Soluble Salts,0.06,0.64
102924-sp-945,BI,2024-10-07,EC,0.09,0.7
102924-sp-945,BI,2024-10-07,ORP,33.0,80.0
102924-sp-945,BI,2024-10-07,Organic Matter,3.76,7.0
102924-sp-945,BI,2024-10-07,Active Carbon,130.8,1000.0
102924-sp-945,BI,2024-10-07,Bicarbonates,144.96,60.0
102924-sp-945,BI,2024-10-07,Est N from OM in lb,87.6,120.0
102924-sp-945,BI,2024-10-07,Nitrate,15.63,30.0
102924-sp-945,BI,2024-10-07,Ammonium,0.05,40.0
102924-sp-946,GL RANCH,2024-10-07,pH (1:1),6.92,6.2
102924-sp-946,GL RANCH,2024-10-07,Soluble Salts,0.26,0.64
102924-sp-946,GL RANCH,2024-10-07,EC,0.41,0.7
102924-sp-946,GL RANCH,2024-10-07,ORP,18.0,80.0
102924-sp-946,GL RANCH,2024-10-07,Organic Matter,3.78,7.0
102924-sp-946,GL RANCH,2024-10-07,Active Carbon,161.99,1000.0
102924-sp-946,GL RANCH,2024-10-07,Bicarbonates,283.25,60.0
102924-sp-946,GL RANCH,2024-10-07,Est N from OM in lb,87.8,120.0
102924-sp-946,GL RANCH,2024-10-07,Nitrate,0.0,30.0
102924-sp-946,GL RANCH,2024-10-07,Ammonium,0.4,40.0
102924-sp-947,GOLF,2024-10-07,pH (1:1),6.8,6.2
102924-sp-947,GOLF,2024-10-07,Soluble Salts,0.13,0.64
102924-sp-947,GOLF,2024-10-07,EC,0.2,0.7
102924-sp-947,GOLF,2024-10-07,ORP,22.0,80.0
102924-sp-947,GOLF,2024-10-07,Organic Matter,2.96,7.0
102924-sp-947,GOLF,2024-10-07,Active Carbon,110.01,1000.0
102924-sp-947,GOLF,2024-10-07,Bicarbonates,236.78,60.0
102924-sp-947,GOLF,2024-10-07,Est N from OM in lb,79.2,120.0
102924-sp-947,GOLF,2024-10-07,Nitrate,0.0,30.0
102924-sp-947,GOLF,2024-10-07,Ammonium,0.02,40.0
102924-sp-948,BI,2024-10-07,pH (1:1),6.52,6.2
102924-sp-948,BI,2024-10-07,Soluble Salts,0.06,0.64
102924-sp-948,BI,2024-10-07,EC,0.09,0.7
102924-sp-948,BI,2024-10-07,ORP,42.0,80.0
102924-sp-948,BI,2024-10-07,Organic Matter,3.02,7.0
102924-sp-948,BI,2024-10-07,Active Carbon,172.39,1000.0
102924-sp-948,BI,2024-10-07,Bicarbonates,216.11,60.0
102924-sp-948,BI,2024-10-07,Est N from OM in lb,80.2,120.0
102924-sp-948,BI,2024-10-07,Nitrate,0.0,30.0
102924-sp-948,BI,2024-10-07,Ammonium,1.14,40.0
102924-sp-949,DAF,2024-10-07,pH (1:1),6.93,6.2
102924-sp-949,DAF,2024-10-07,Soluble Salts,0.04,0.64
102924-sp-949,DAF,2024-10-07,EC,0.07,0.7
102924-sp-949,DAF,2024-10-07,ORP,18.0,80.0
102924-sp-949,DAF,2024-10-07,Organic Matter,1.42,7.0
102924-sp-949,DAF,2024-10-07,Active Carbon,94.41,1000.0
102924-sp-949,DAF,2024-10-07,Bicarbonates,220.08,60.0
102924-sp-949,DAF,2024-10-07,Est N from OM in lb,48.4,120.0
102924-sp-949,DAF,2024-10-07,Nitrate,0.0,30.0
102924-sp-949,DAF,2024-10-07,Ammonium,1.21,40.0
102924-sp-950,TERK,2024-10-07,pH (1:1),7.45,6.2
102924-sp-950,TERK,2024-10-07,Soluble Salts,0.2,0.64
102924-sp-950,TERK,2024-10-07,EC,0.32,0.7
102924-sp-950,TERK,2024-10-07,ORP,-10.0,80.0
102924-sp-950,TERK,2024-10-07,Organic Matter,4.48,7.0
102924-sp-950,TERK,2024-10-07,Active Carbon,146.4,1000.0
102924-sp-950,TERK,2024-10-07,Bicarbonates,405.52,60.0
102924-sp-950,TERK,2024-10-07,Est N from OM in lb,94.8,120.0
102924-sp-950,TERK,2024-10-07,Nitrate,0.0,30.0
102924-sp-950,TERK,2024-10-07,Ammonium,0.77,40.0
102924-sp-951,DAF,2024-10-07,pH (1:1),6.67,6.2
102924-sp-951,DAF,2024-10-07,Soluble Salts,0.16,0.64
102924-sp-951,DAF,2024-10-07,EC,0.25,0.7
102924-sp-951,DAF,2024-10-07,ORP,34.0,80.0
102924-sp-951,DAF,2024-10-07,Organic Matter,3.26,7.0
102924-sp-951,DAF,2024-10-07,Active Carbon,91.81,1000.0
102924-sp-951,DAF,2024-10-07,Bicarbonates,77.16,60.0
102924-sp-951,DAF,2024-10-07,Est N from OM in lb,82.6,120.0
102924-sp-951,DAF,2024-10-07,Nitrate,0.0,30.0
102924-sp-951,DAF,2024-10-07,Ammonium,0.0,40.0
102924-sp-952,DAF,2024-10-07,pH (1:1),6.93,6.2
102924-sp-952,DAF,2024-10-07,Soluble Salts,0.04,0.64
102924-sp-952,DAF,2024-10-07,EC,0.07,0.7
102924-sp-952,DAF,2024-10-07,ORP,24.0,80.0
102924-sp-952,DAF,2024-10-07,Organic Matter,1.72,7.0
102924-sp-952,DAF,2024-10-07,Active Carbon,104.81,1000.0
102924-sp-952,DAF,2024-10-07,Bicarbonates,213.76,60.0
102924-sp-952,DAF,2024-10-07,Est N from OM in lb,54.4,120.0
102924-sp-952,DAF,2024-10-07,Nitrate,0.0,30.0
102924-sp-952,DAF,2024-10-07,Ammonium,1.03,40.0
102924-sp-953,DAF,2024-10-07,pH (1:1),6.53,6.2
102924-sp-953,DAF,2024-10-07,Soluble Salts,0.22,0.64
102924-sp-953,DAF,2024-10-07,EC,0.34,0.7
102924-sp-953,DAF,2024-10-07,ORP,41.0,80.0
102924-sp-953,DAF,2024-10-07,Organic Matter,3.74,7.0
102924-sp-953,DAF,2024-10-07,Active Carbon,141.2,1000.0
102924-sp-953,DAF,2024-10-07,Bicarbonates,100.11,60.0
102924-sp-953,DAF,2024-10-07,Est N from OM in lb,87.4,120.0
102924-sp-953,DAF,2024-10-07,Nitrate,0.0,30.0
102924-sp-953,DAF,2024-10-07,Ammonium,0.31,40.0
102924-sp-954,GL RANCH,2024-10-07,pH (1:1),7.02,6.2
102924-sp-954,GL RANCH,2024-10-07,Soluble Salts,0.17,0.64
102924-sp-954,GL RANCH,2024-10-07,EC,0.26,0.7
102924-sp-954,GL RANCH,2024-10-07,ORP,13.0,80.0
102924-sp-954,GL RANCH,2024-10-07,Organic Matter,1.5,7.0
102924-sp-954,GL RANCH,2024-10-07,Active Carbon,107.41,1000.0
102924-sp-954,GL RANCH,2024-10-07,Bicarbonates,215.76,60.0
102924-sp-954,GL RANCH,2024-10-07,Est N from OM in lb,50.0,120.0
102924-sp-954,GL RANCH,2024-10-07,Nitrate,17.02,30.0
102924-sp-954,GL RANCH,2024-10-07,Ammonium,0.99,40.0
102924-sp-955,GL RANCH,2024-10-07,pH (1:1),6.89,6.2
102924-sp-955,GL RANCH,2024-10-07,Soluble Salts,0.19,0.64
102924-sp-955,GL RANCH,2024-10-07,EC,0.3,0.7
102924-sp-955,GL RANCH,2024-10-07,ORP,21.0,80.0
102924-sp-955,GL RANCH,2024-10-07,Organic Matter,3.56,7.0
102924-sp-955,GL RANCH,2024-10-07,Active Carbon,224.37,1000.0
102924-sp-955,GL RANCH,2024-10-07,Bicarbonates,186.77,60.0
102924-sp-955,GL RANCH,2024-10-07,Est N from OM in lb,85.6,120.0
102924-sp-955,GL RANCH,2024-10-07,Nitrate,44.07,30.0
102924-sp-955,GL RANCH,2024-10-07,Ammonium,1.83,40.0
110124-sp-500,BYRD,2024-10-24,pH (1:1),7.43,6.2
110124-sp-500,BYRD,2024-10-24,Soluble Salts,0.22,0.64
110124-sp-500,BYRD,2024-10-24,EC,0.35,0.7
110124-sp-500,BYRD,2024-10-24,ORP,-7.0,80.0
110124-sp-500,BYRD,2024-10-24,Organic Matter,3.24,7.0
110124-sp-500,BYRD,2024-10-24,Active Carbon,183.31,1000.0
110124-sp-500,BYRD,2024-10-24,Bicarbonates,109.08,60.0
110124-sp-500,BYRD,2024-10-24,Est N from OM in lb,82.4,120.0
110124-sp-500,BYRD,2024-10-24,Nitrate,9.55,30.0
110124-sp-500,BYRD,2024-10-24,Ammonium,0.04,40.0
110124-sp-501,505 SOUTH,2024-10-24,pH (1:1),5.72,6.2
110124-sp-501,505 SOUTH,2024-10-24,Soluble Salts,0.63,0.64
110124-sp-501,505 SOUTH,2024-10-24,EC,0.99,0.7
110124-sp-501,505 SOUTH,2024-10-24,ORP,90.0,80.0
110124-sp-501,505 SOUTH,2024-10-24,Organic Matter,2.76,7.0
110124-sp-501,505 SOUTH,2024-10-24,Active Carbon,155.59,1000.0
110124-sp-501,505 SOUTH,2024-10-24,Bicarbonates,82.64,60.0
110124-sp-501,505 SOUTH,2024-10-24,Est N from OM in lb,75.2,120.0
110124-sp-501,505 SOUTH,2024-10-24,Nitrate,18.07,30.0
110124-sp-501,505 SOUTH,2024-10-24,Ammonium,0.0,40.0
110124-sp-502,REYES,2024-10-24,pH (1:1),8.07,6.2
110124-sp-502,REYES,2024-10-24,Soluble Salts,0.13,0.64
110124-sp-502,REYES,2024-10-24,EC,0.21,0.7
110124-sp-502,REYES,2024-10-24,ORP,-43.0,80.0
110124-sp-502,REYES,2024-10-24,Organic Matter,1.96,7.0
110124-sp-502,REYES,2024-10-24,Active Carbon,122.83,1000.0
110124-sp-502,REYES,2024-10-24,Bicarbonates,278.98,60.0
110124-sp-502,REYES,2024-10-24,Est N from OM in lb,59.2,120.0
110124-sp-502,REYES,2024-10-24,Nitrate,11.5,30.0
110124-sp-502,REYES,2024-10-24,Ammonium,0.0,40.0
110124-sp-503,TOP,2024-10-24,pH (1:1),7.59,6.2
110124-sp-503,TOP,2024-10-24,Soluble Salts,0.18,0.64
110124-sp-503,TOP,2024-10-24,EC,0.28,0.7
110124-sp-503,TOP,2024-10-24,ORP,-16.0,80.0
110124-sp-503,TOP,2024-10-24,Organic Matter,3.74,7.0
110124-sp-503,TOP,2024-10-24,Active Carbon,153.07,1000.0
110124-sp-503,TOP,2024-10-24,Bicarbonates,89.43,60.0
110124-sp-503,TOP,2024-10-24,Est N from OM in lb,87.4,120.0
110124-sp-503,TOP,2024-10-24,Nitrate,398.61,30.0
110124-sp-503,TOP,2024-10-24,Ammonium,0.0,40.0
110124-sp-504,GB-40,2024-10-24,pH (1:1),6.89,6.2
110124-sp-504,GB-40,2024-10-24,Soluble Salts,0.28,0.64
110124-sp-504,GB-40,2024-10-24,EC,0.44,0.7
110124-sp-504,GB-40,2024-10-24,ORP,23.0,80.0
110124-sp-504,GB-40,2024-10-24,Organic Matter,1.66,7.0
110124-sp-504,GB-40,2024-10-24,Active Carbon,150.55,1000.0
110124-sp-504,GB-40,2024-10-24,Bicarbonates,90.02,60.0
110124-sp-504,GB-40,2024-10-24,Est N from OM in lb,53.2,120.0
110124-sp-504,GB-40,2024-10-24,Nitrate,19.66,30.0
110124-sp-504,GB-40,2024-10-24,Ammonium,0.0,40.0
110124-sp-505,505 NORTH,2024-10-24,pH (1:1),6.34,6.2
110124-sp-505,505 NORTH,2024-10-24,Soluble Salts,0.13,0.64
110124-sp-505,505 NORTH,2024-10-24,EC,0.2,0.7
110124-sp-505,505 NORTH,2024-10-24,ORP,55.0,80.0
110124-sp-505,505 NORTH,2024-10-24,Organic Matter,1.98,7.0
110124-sp-505,505 NORTH,2024-10-24,Active Carbon,97.63,1000.0
110124-sp-505,505 NORTH,2024-10-24,Bicarbonates,129.34,60.0
110124-sp-505,505 NORTH,2024-10-24,Est N from OM in lb,59.6,120.0
110124-sp-505,505 NORTH,2024-10-24,Nitrate,29.86,30.0
110124-sp-505,505 NORTH,2024-10-24,Ammonium,0.0,40.0
110124-sp-506,BRS-250,2024-10-24,pH (1:1),7.02,6.2
110124-sp-506,BRS-250,2024-10-24,Soluble Salts,0.17,0.64
110124-sp-506,BRS-250,2024-10-24,EC,0.26,0.7
110124-sp-506,BRS-250,2024-10-24,ORP,15.0,80.0
110124-sp-506,BRS-250,2024-10-24,Organic Matter,2.98,7.0
110124-sp-506,BRS-250,2024-10-24,Active Carbon,188.35,1000.0
110124-sp-506,BRS-250,2024-10-24,Bicarbonates,145.48,60.0
110124-sp-506,BRS-250,2024-10-24,Est N from OM in lb,79.6,120.0
110124-sp-506,BRS-250,2024-10-24,Nitrate,15.48,30.0
110124-sp-506,BRS-250,2024-10-24,Ammonium,0.0,40.0
110124-sp-507,JK,2024-10-24,pH (1:1),7.1,6.2
110124-sp-507,JK,2024-10-24,Soluble Salts,0.14,0.64
110124-sp-507,JK,2024-10-24,EC,0.22,0.7
110124-sp-507,JK,2024-10-24,ORP,11.0,80.0
110124-sp-507,JK,2024-10-24,Organic Matter,2.28,7.0
110124-sp-507,JK,2024-10-24,Active Carbon,216.07,1000.0
110124-sp-507,JK,2024-10-24,Bicarbonates,117.99,60.0
110124-sp-507,JK,2024-10-24,Est N from OM in lb,65.6,120.0
110124-sp-507,JK,2024-10-24,Nitrate,16.3,30.0
110124-sp-507,JK,2024-10-24,Ammonium,0.0,40.0
110124-sp-508,BALBOA,2024-10-24,pH (1:1),7.52,6.2
110124-sp-508,BALBOA,2024-10-24,Soluble Salts,0.24,0.64
110124-sp-508,BALBOA,2024-10-24,EC,0.37,0.7
110124-sp-508,BALBOA,2024-10-24,ORP,-12.0,80.0
110124-sp-508,BALBOA,2024-10-24,Organic Matter,2.92,7.0
110124-sp-508,BALBOA,2024-10-24,Active Carbon,168.19,1000.0
110124-sp-508,BALBOA,2024-10-24,Bicarbonates,123.29,60.0
110124-sp-508,BALBOA,2024-10-24,Est N from OM in lb,78.4,120.0
110124-sp-508,BALBOA,2024-10-24,Nitrate,80.43,30.0
110124-sp-508,BALBOA,2024-10-24,Ammonium,0.0,40.0
110124-sp-509,WFP,2024-10-24,pH (1:1),6.57,6.2
110124-sp-509,WFP,2024-10-24,Soluble Salts,0.04,0.64
110124-sp-509,WFP,2024-10-24,EC,0.07,0.7
110124-sp-509,WFP,2024-10-24,ORP,41.0,80.0
110124-sp-509,WFP,2024-10-24,Organic Matter,1.76,7.0
110124-sp-509,WFP,2024-10-24,Active Carbon,170.71,1000.0
110124-sp-509,WFP,2024-10-24,Bicarbonates,142.02,60.0
110124-sp-509,WFP,2024-10-24,Est N from OM in lb,55.2,120.0
110124-sp-509,WFP,2024-10-24,Nitrate,22.71,30.0
110124-sp-509,WFP,2024-10-24,Ammonium,0.0,40.0
110124-sp-510,BALBOA,2024-10-24,pH (1:1),7.6,6.2
110124-sp-510,BALBOA,2024-10-24,Soluble Salts,0.23,0.64
110124-sp-510,BALBOA,2024-10-24,EC,0.36,0.7
110124-sp-510,BALBOA,2024-10-24,ORP,-17.0,80.0
110124-sp-510,BALBOA,2024-10-24,Organic Matter,2.48,7.0
110124-sp-510,BALBOA,2024-10-24,Active Carbon,150.55,1000.0
110124-sp-510,BALBOA,2024-10-24,Bicarbonates,94.99,60.0
110124-sp-510,BALBOA,2024-10-24,Est N from OM in lb,69.6,120.0
110124-sp-510,BALBOA,2024-10-24,Nitrate,107.83,30.0
110124-sp-510,BALBOA,2024-10-24,Ammonium,0.0,40.0
110124-sp-511,MAZZ-HOME,2024-10-24,pH (1:1),6.79,6.2
110124-sp-511,MAZZ-HOME,2024-10-24,Soluble Salts,0.17,0.64
110124-sp-511,MAZZ-HOME,2024-10-24,EC,0.27,0.7
110124-sp-511,MAZZ-HOME,2024-10-24,ORP,29.0,80.0
110124-sp-511,MAZZ-HOME,2024-10-24,Organic Matter,2.98,7.0
110124-sp-511,MAZZ-HOME,2024-10-24,Active Carbon,163.15,1000.0
110124-sp-511,MAZZ-HOME,2024-10-24,Bicarbonates,53.91,60.0
110124-sp-511,MAZZ-HOME,2024-10-24,Est N from OM in lb,79.6,120.0
110124-sp-511,MAZZ-HOME,2024-10-24,Nitrate,28.39,30.0
110124-sp-511,MAZZ-HOME,2024-10-24,Ammonium,0.0,40.0
110124-sp-512,C&H3,2024-10-24,pH (1:1),6.93,6.2
110124-sp-512,C&H3,2024-10-24,Soluble Salts,0.16,0.64
110124-sp-512,C&H3,2024-10-24,EC,0.25,0.7
110124-sp-512,C&H3,2024-10-24,ORP,21.0,80.0
110124-sp-512,C&H3,2024-10-24,Organic Matter,3.34,7.0
110124-sp-512,C&H3,2024-10-24,Active Carbon,135.43,1000.0
110124-sp-512,C&H3,2024-10-24,Bicarbonates,76.59,60.0
110124-sp-512,C&H3,2024-10-24,Est N from OM in lb,83.4,120.0
110124-sp-512,C&H3,2024-10-24,Nitrate,133.62,30.0
110124-sp-512,C&H3,2024-10-24,Ammonium,0.0,40.0
110124-sp-513,GOODMAN,2024-10-24,pH (1:1),7.42,6.2
110124-sp-513,GOODMAN,2024-10-24,Soluble Salts,0.21,0.64
110124-sp-513,GOODMAN,2024-10-24,EC,0.33,0.7
110124-sp-513,GOODMAN,2024-10-24,ORP,-7.0,80.0
110124-sp-513,GOODMAN,2024-10-24,Organic Matter,4.42,7.0
110124-sp-513,GOODMAN,2024-10-24,Active Carbon,168.19,1000.0
110124-sp-513,GOODMAN,2024-10-24,Bicarbonates,99.59,60.0
110124-sp-513,GOODMAN,2024-10-24,Est N from OM in lb,94.2,120.0
110124-sp-513,GOODMAN,2024-10-24,Nitrate,6.45,30.0
110124-sp-513,GOODMAN,2024-10-24,Ammonium,0.0,40.0
